,Name,MatchScore
0,S03_1967.pgm,0.432
0,S03_1968.pgm,0.289
0,S03_1969.pgm,0.327
0,S03_1970.pgm,0.426
0,S03_1971.pgm,0.383
0,S03_1972.pgm,0.442
0,S03_1973.pgm,100
0,S03_1974.pgm,100
0,S03_1975.pgm,100
0,S03_1976.pgm,100
0,S03_1977.pgm,1.836
0,S03_1978.pgm,100
0,S03_1979.pgm,100
0,S03_1980.pgm,100
0,S03_1981.pgm,100
0,S03_1982.pgm,1.796
0,S03_1983.pgm,1.748
0,S03_1984.pgm,1.769
0,S03_1985.pgm,1.882
0,S03_1986.pgm,1.397
0,S03_1987.pgm,1.664
0,S03_1988.pgm,1.55
0,S03_1989.pgm,1.233
0,S03_1990.pgm,0.89
0,S03_1991.pgm,0.89
0,S03_1992.pgm,0.689
0,S03_1993.pgm,0.539
0,S03_1994.pgm,0.614
0,S03_1995.pgm,0.353
0,S03_1996.pgm,0.498
0,S03_1997.pgm,0.298
0,S03_1998.pgm,0.247
0,S03_1999.pgm,0.339
0,S03_2000.pgm,0.527
0,S03_2001.pgm,0.8
0,S03_2002.pgm,0.551
0,S03_2003.pgm,0.323
0,S03_2004.pgm,0.404
0,S03_2005.pgm,0.484
0,S03_2006.pgm,0.423
0,S03_2007.pgm,0.236
0,S03_2008.pgm,0.276
0,S03_2009.pgm,0.361
0,S03_2010.pgm,0.493
0,S03_2011.pgm,0.847
0,S03_2012.pgm,0.618
0,S03_2013.pgm,0.766
0,S03_2014.pgm,0.764
0,S03_2015.pgm,0.489
0,S03_2016.pgm,0.824
0,S03_2017.pgm,0.722
0,S03_2018.pgm,0.509
0,S03_2019.pgm,0.747
0,S03_2020.pgm,0.612
0,S03_2021.pgm,0.513
0,S03_2022.pgm,0.541
0,S03_2023.pgm,0.349
0,S03_2024.pgm,0.424
0,S03_2025.pgm,0.265
0,S03_2026.pgm,0.42
0,S03_2027.pgm,0.367
0,S03_2028.pgm,0.434
0,S03_2029.pgm,0.277
0,S03_2030.pgm,0.268
0,S03_2031.pgm,0.358
0,S03_2032.pgm,0.267
0,S03_2033.pgm,0.218
0,S03_2034.pgm,0.225
0,S03_2035.pgm,0.228
0,S03_2036.pgm,0.216
0,S03_2037.pgm,0.191
0,S03_2038.pgm,0.218
0,S03_2039.pgm,0.284
0,S03_2040.pgm,0.293
0,S03_2041.pgm,0.347
0,S03_2042.pgm,0.253
0,S03_2043.pgm,0.287
0,S03_2044.pgm,0.256
0,S03_2045.pgm,0.242
0,S03_2046.pgm,0.28
0,S03_2047.pgm,0.262
0,S03_2048.pgm,0.235
0,S03_2049.pgm,0.298
0,S03_2050.pgm,0.299
0,S03_2051.pgm,100
0,S03_2052.pgm,100
0,S03_2053.pgm,100
0,S03_2054.pgm,1.67
0,S03_2055.pgm,100
0,S03_2056.pgm,1.6
0,S03_2057.pgm,1.663
0,S03_2058.pgm,1.473
0,S03_2059.pgm,1.307
0,S03_2060.pgm,1.104
0,S03_2061.pgm,1.574
0,S03_2062.pgm,1.082
0,S03_2063.pgm,0.712
0,S03_2064.pgm,0.585
0,S03_2065.pgm,0.671
0,S03_2066.pgm,0.338
0,S03_2067.pgm,1.026
0,S03_2068.pgm,0.437
0,S03_2069.pgm,0.491
0,S03_2070.pgm,0.697
0,S03_2071.pgm,0.702
0,S03_2072.pgm,0.734
0,S03_2073.pgm,0.628
0,S03_2074.pgm,0.18
0,S03_2075.pgm,0.566
0,S03_2076.pgm,0.222
0,S03_2077.pgm,0.399
0,S03_2078.pgm,0.173
0,S03_2079.pgm,0.235
0,S03_2080.pgm,0.362
0,S03_2081.pgm,0.271
0,S03_2082.pgm,0.204
0,S03_2083.pgm,0.187
0,S03_2084.pgm,0.172
0,S03_2085.pgm,0.345
0,S03_2086.pgm,0.235
0,S03_2087.pgm,0.369
0,S03_2088.pgm,0.372
0,S03_2089.pgm,0.98
0,S03_2090.pgm,0.554
0,S03_2091.pgm,0.778
0,S03_2092.pgm,1.272
0,S03_2093.pgm,1.434
0,S03_2094.pgm,1.455
0,S03_2095.pgm,1.46
0,S03_2096.pgm,1.227
0,S03_2097.pgm,1.153
0,S03_2098.pgm,1.309
0,S03_2099.pgm,0.707
0,S03_2100.pgm,0.788
0,S03_2101.pgm,0.643
0,S03_2102.pgm,0.362
0,S03_2103.pgm,0.227
0,S03_2104.pgm,0.231
0,S03_2105.pgm,0.262
0,S03_2106.pgm,0.313
0,S03_2107.pgm,0.433
0,S03_2108.pgm,0.352
0,S03_2109.pgm,0.316
0,S03_2110.pgm,0.318
0,S03_2111.pgm,0.33
0,S03_2112.pgm,0.231
0,S03_2113.pgm,0.242
0,S03_2114.pgm,0.189
0,S03_2115.pgm,0.237
0,S03_2116.pgm,0.369
0,S03_2117.pgm,0.495
0,S03_2118.pgm,0.29
0,S03_2119.pgm,0.421
0,S03_2120.pgm,0.369
0,S03_2121.pgm,0.43
0,S03_2122.pgm,0.386
0,S03_2123.pgm,0.44
0,S03_2124.pgm,1.3
0,S03_2125.pgm,1.098
0,S03_2126.pgm,1.536
0,S03_2127.pgm,1.25
0,S03_2128.pgm,1.139
0,S03_2129.pgm,1.511
0,S03_2130.pgm,0.855
0,S03_2131.pgm,0.795
0,S03_2132.pgm,0.802
0,S03_2133.pgm,0.875
0,S03_2134.pgm,0.315
0,S03_2135.pgm,0.322
0,S03_2136.pgm,0.3
0,S03_2137.pgm,0.513
0,S03_2138.pgm,0.404
0,S03_2139.pgm,0.236
0,S03_2140.pgm,0.163
0,S03_2141.pgm,0.274
0,S03_2142.pgm,0.259
0,S03_2143.pgm,0.166
0,S03_2144.pgm,0.185
0,S03_2145.pgm,0.254
0,S03_2146.pgm,0.237
0,S03_2147.pgm,0.196
0,S03_2148.pgm,0.196
0,S03_2149.pgm,0.33
0,S03_2150.pgm,0.287
0,S03_2151.pgm,0.467
0,S03_2152.pgm,0.239
0,S03_2153.pgm,0.401
0,S03_2154.pgm,0.368
0,S03_2155.pgm,0.389
0,S03_2156.pgm,0.233
0,S03_2157.pgm,0.374
0,S03_2158.pgm,0.438
0,S03_2159.pgm,0.722
0,S03_2160.pgm,0.989
0,S03_2161.pgm,1.217
0,S03_2162.pgm,0.852
0,S03_2163.pgm,1.179
0,S03_2164.pgm,0.986
0,S03_2165.pgm,1.022
0,S03_2166.pgm,1.141
0,S03_2167.pgm,0.839
0,S03_2168.pgm,0.822
0,S03_2169.pgm,0.863
0,S03_2170.pgm,0.334
0,S03_2171.pgm,0.211
0,S03_2172.pgm,0.166
0,S03_2173.pgm,0.147
0,S03_2174.pgm,0.123
0,S03_2175.pgm,0.186
0,S03_2176.pgm,0.148
0,S03_2177.pgm,0.139
0,S03_2178.pgm,0.17
0,S03_2179.pgm,0.227
0,S03_2180.pgm,0.14
0,S03_2181.pgm,0.244
0,S03_2182.pgm,0.154
0,S03_2183.pgm,0.12
0,S03_2184.pgm,0.137
0,S03_2185.pgm,0.119
0,S03_2186.pgm,0.148
0,S03_2187.pgm,0.143
0,S03_2188.pgm,0.155
0,S03_2189.pgm,0.202
0,S03_2190.pgm,0.256
0,S03_2191.pgm,0.29
0,S03_2192.pgm,0.306
0,S03_2193.pgm,0.419
0,S03_2194.pgm,100
0,S03_2195.pgm,100
0,S03_2196.pgm,100
0,S03_2197.pgm,100
0,S03_2198.pgm,100
0,S03_2199.pgm,100
0,S03_2200.pgm,100
0,S03_2201.pgm,1.886
0,S03_2202.pgm,1.573
0,S03_2203.pgm,1.227
0,S03_2204.pgm,1.334
0,S03_2205.pgm,1.78
0,S03_2206.pgm,1.304
0,S03_2207.pgm,0.994
0,S03_2208.pgm,1.216
0,S03_2209.pgm,1.358
0,S03_2210.pgm,1.024
0,S03_2211.pgm,0.635
0,S03_2212.pgm,0.372
0,S03_2213.pgm,0.667
0,S03_2214.pgm,0.475
0,S03_2215.pgm,0.521
0,S03_2216.pgm,0.408
0,S03_2217.pgm,0.271
0,S03_2218.pgm,0.221
0,S03_2219.pgm,0.116
0,S03_2220.pgm,0.127
0,S03_2221.pgm,0.111
0,S03_2222.pgm,0.145
0,S03_2223.pgm,0.145
0,S03_2224.pgm,0.132
0,S03_2225.pgm,0.235
0,S03_2226.pgm,0.204
0,S03_2227.pgm,0.22
0,S03_2228.pgm,0.227
0,S03_2229.pgm,0.25
0,S03_2230.pgm,0.405
0,S03_2231.pgm,0.521
0,S03_2232.pgm,0.75
0,S03_2233.pgm,0.964
0,S03_2234.pgm,0.874
0,S03_2235.pgm,1.193
0,S03_2236.pgm,0.928
0,S03_2237.pgm,0.856
0,S03_2238.pgm,0.986
0,S03_2239.pgm,0.726
0,S03_2240.pgm,0.457
0,S03_2241.pgm,0.561
0,S03_2242.pgm,0.482
0,S03_2243.pgm,0.339
0,S03_2244.pgm,0.218
0,S03_2245.pgm,0.285
0,S03_2246.pgm,0.131
0,S03_2247.pgm,0.125
0,S03_2248.pgm,0.107
0,S03_2249.pgm,0.153
0,S03_2250.pgm,0.13
0,S03_2251.pgm,0.196
0,S03_2252.pgm,0.152
0,S03_2253.pgm,0.136
0,S03_2254.pgm,0.137
0,S03_2255.pgm,0.137
0,S03_2256.pgm,0.131
0,S03_2257.pgm,0.117
0,S03_2258.pgm,0.117
0,S03_2259.pgm,0.098
0,S03_2260.pgm,0.104
0,S03_2261.pgm,0.093
0,S03_2262.pgm,0.118
0,S03_2263.pgm,0.121
0,S03_2264.pgm,0.12
0,S03_2265.pgm,0.117
0,S03_2266.pgm,0.118
0,S03_2267.pgm,0.119
0,S03_2268.pgm,0.088
0,S03_2269.pgm,0.147
0,S03_2270.pgm,0.171
0,S03_2271.pgm,0.178
0,S03_2272.pgm,1.573
0,S03_2273.pgm,100
0,S03_2274.pgm,100
0,S03_2275.pgm,100
0,S03_2276.pgm,1.575
0,S03_2277.pgm,1.387
0,S03_2278.pgm,1.174
0,S03_2279.pgm,1.526
0,S03_2280.pgm,0.979
0,S03_2281.pgm,1.116
0,S03_2282.pgm,1.051
0,S03_2283.pgm,1.029
0,S03_2284.pgm,1.285
0,S03_2285.pgm,1.462
0,S03_2286.pgm,1.157
0,S03_2287.pgm,0.776
0,S03_2288.pgm,0.654
0,S03_2289.pgm,0.584
0,S03_2290.pgm,0.91
0,S03_2291.pgm,0.777
0,S03_2292.pgm,0.508
0,S03_2293.pgm,0.494
0,S03_2294.pgm,0.172
0,S03_2295.pgm,0.212
0,S03_2296.pgm,0.156
0,S03_2297.pgm,0.145
0,S03_2298.pgm,0.146
0,S03_2299.pgm,0.108
0,S03_2300.pgm,0.169
0,S03_2301.pgm,0.203
0,S03_2302.pgm,0.112
0,S03_2303.pgm,0.2
0,S03_2304.pgm,0.234
0,S03_2305.pgm,0.258
0,S03_2306.pgm,0.175
0,S03_2307.pgm,0.305
0,S03_2308.pgm,0.367
0,S03_2309.pgm,0.446
0,S03_2310.pgm,0.449
0,S03_2311.pgm,0.61
0,S03_2312.pgm,0.663
0,S03_2313.pgm,0.841
0,S03_2314.pgm,0.805
0,S03_2315.pgm,0.813
0,S03_2316.pgm,0.593
0,S03_2317.pgm,0.578
0,S03_2318.pgm,0.544
0,S03_2319.pgm,0.431
0,S03_2320.pgm,0.535
0,S03_2321.pgm,0.609
0,S03_2322.pgm,0.545
0,S03_2323.pgm,0.395
0,S03_2324.pgm,0.196
0,S03_2325.pgm,0.137
0,S03_2326.pgm,0.137
0,S03_2327.pgm,0.243
0,S03_2328.pgm,0.171
0,S03_2329.pgm,0.158
0,S03_2330.pgm,0.316
0,S03_2331.pgm,0.191
0,S03_2332.pgm,0.133
0,S03_2333.pgm,0.197
0,S03_2334.pgm,0.218
0,S03_2335.pgm,0.407
0,S03_2336.pgm,0.487
0,S03_2337.pgm,0.418
0,S03_2338.pgm,0.682
0,S03_2339.pgm,0.31
0,S03_2340.pgm,0.505
0,S03_2341.pgm,0.623
0,S03_2342.pgm,0.518
0,S03_2343.pgm,1.359
0,S03_2344.pgm,1.603
0,S03_2345.pgm,1.688
0,S03_2346.pgm,100
0,S03_2347.pgm,1.611
0,S03_2348.pgm,1.457
0,S03_2349.pgm,1.515
0,S03_2350.pgm,1.426
0,S03_2351.pgm,1.204
0,S03_2352.pgm,0.909
0,S03_2353.pgm,1.069
0,S03_2354.pgm,0.844
0,S03_2355.pgm,0.963
0,S03_2356.pgm,0.594
0,S03_2357.pgm,0.898
0,S03_2358.pgm,0.735
0,S03_2359.pgm,0.77
0,S03_2360.pgm,0.281
0,S03_2361.pgm,0.246
0,S03_2362.pgm,0.5
0,S03_2363.pgm,0.442
0,S03_2364.pgm,0.257
0,S03_2365.pgm,0.28
0,S03_2366.pgm,0.193
0,S03_2367.pgm,0.425
0,S03_2368.pgm,0.166
0,S03_2369.pgm,0.142
0,S03_2370.pgm,0.136
0,S03_2371.pgm,0.22
0,S03_2372.pgm,0.224
0,S03_2373.pgm,0.233
0,S03_2374.pgm,0.171
0,S03_2375.pgm,0.208
0,S03_2376.pgm,0.162
0,S03_2377.pgm,0.303
0,S03_2378.pgm,0.317
0,S03_2379.pgm,0.294
0,S03_2380.pgm,0.49
0,S03_2381.pgm,0.315
0,S03_2382.pgm,0.578
0,S03_2383.pgm,0.675
0,S03_2384.pgm,0.797
0,S03_2385.pgm,0.932
0,S03_2386.pgm,1.053
0,S03_2387.pgm,0.711
0,S03_2388.pgm,0.719
0,S03_2389.pgm,0.521
0,S03_2390.pgm,0.477
0,S03_2391.pgm,0.446
0,S03_2392.pgm,0.501
0,S03_2393.pgm,0.381
0,S03_2394.pgm,0.182
0,S03_2395.pgm,0.203
0,S03_2396.pgm,0.209
0,S03_2397.pgm,0.149
0,S03_2398.pgm,0.231
0,S03_2399.pgm,0.222
0,S03_2400.pgm,0.164
0,S03_2401.pgm,0.199
0,S03_2402.pgm,0.205
0,S03_2403.pgm,0.182
0,S03_2404.pgm,0.153
0,S03_2405.pgm,0.115
0,S03_2406.pgm,0.097
0,S03_2407.pgm,0.085
0,S03_2408.pgm,0.114
0,S03_2409.pgm,0.092
0,S03_2410.pgm,0.087
0,S03_2411.pgm,0.117
0,S03_2412.pgm,0.127
0,S03_2413.pgm,0.171
0,S03_2414.pgm,0.244
0,S03_2415.pgm,0.268
0,S03_2416.pgm,0.312
0,S03_2417.pgm,0.409
0,S03_2418.pgm,1.367
0,S03_2419.pgm,1.105
0,S03_2420.pgm,1.178
0,S03_2421.pgm,1.257
0,S03_2422.pgm,1.11
0,S03_2423.pgm,0.838
0,S03_2424.pgm,0.908
0,S03_2425.pgm,0.83
0,S03_2426.pgm,0.682
0,S03_2427.pgm,0.364
0,S03_2428.pgm,0.94
0,S03_2429.pgm,0.833
0,S03_2430.pgm,0.533
0,S03_2431.pgm,0.427
0,S03_2432.pgm,0.7
0,S03_2433.pgm,0.888
0,S03_2434.pgm,0.594
0,S03_2435.pgm,0.92
0,S03_2436.pgm,0.952
0,S03_2437.pgm,0.719
0,S03_2438.pgm,1.13
0,S03_2439.pgm,0.996
0,S03_2440.pgm,1.041
0,S03_2441.pgm,0.948
0,S03_2442.pgm,1.186
0,S03_2443.pgm,1.132
0,S03_2444.pgm,1.14
0,S03_2445.pgm,1.033
0,S03_2446.pgm,0.935
0,S03_2447.pgm,1.073
0,S03_2448.pgm,0.972
0,S03_2449.pgm,1.382
0,S03_2450.pgm,1.038
0,S03_2451.pgm,0.659
0,S03_2452.pgm,100
0,S03_2453.pgm,100
0,S03_2454.pgm,100
0,S03_2455.pgm,100
0,S03_2456.pgm,1.655
0,S03_2457.pgm,1.957
0,S03_2458.pgm,1.365
0,S03_2459.pgm,1.415
0,S03_2460.pgm,1.133
0,S03_2461.pgm,1.343
0,S03_2462.pgm,1.309
0,S03_2463.pgm,1.681
0,S03_2464.pgm,0.895
0,S03_2465.pgm,0.908
0,S03_2466.pgm,0.64
0,S03_2467.pgm,0.795
0,S03_2468.pgm,0.547
0,S03_2469.pgm,0.596
0,S03_2470.pgm,0.354
0,S03_2471.pgm,0.52
0,S03_2472.pgm,0.548
0,S03_2473.pgm,0.258
0,S03_2474.pgm,0.433
0,S03_2475.pgm,0.317
0,S03_2476.pgm,0.542
0,S03_2477.pgm,0.431
0,S03_2478.pgm,0.306
0,S03_2479.pgm,0.471
0,S03_2480.pgm,0.36
0,S03_2481.pgm,0.4
0,S03_2482.pgm,0.34
0,S03_2483.pgm,0.628
0,S03_2484.pgm,0.847
0,S03_2485.pgm,1.192
0,S03_2486.pgm,1.349
0,S03_2487.pgm,1.746
0,S03_2488.pgm,1.608
0,S03_2489.pgm,1.516
0,S03_2490.pgm,1.296
0,S03_2491.pgm,1.451
0,S03_2492.pgm,1.358
0,S03_2493.pgm,1.403
0,S03_2494.pgm,0.903
0,S03_2495.pgm,1.182
0,S03_2496.pgm,0.706
0,S03_2497.pgm,100
0,S03_2498.pgm,100
0,S03_2499.pgm,100
0,S03_2500.pgm,1.637
0,S03_2501.pgm,1.456
0,S03_2502.pgm,1.718
0,S03_2503.pgm,1.936
0,S03_2504.pgm,1.653
0,S03_2505.pgm,1.601
0,S03_2506.pgm,1.607
0,S03_2507.pgm,0.836
0,S03_2508.pgm,0.605
0,S03_2509.pgm,1.011
0,S03_2510.pgm,0.578
0,S03_2511.pgm,0.527
0,S03_2512.pgm,0.271
0,S03_2513.pgm,0.21
0,S03_2514.pgm,0.242
0,S03_2515.pgm,0.252
0,S03_2516.pgm,0.152
0,S03_2517.pgm,0.174
0,S03_2518.pgm,0.159
0,S03_2519.pgm,0.173
0,S03_2520.pgm,0.24
0,S03_2521.pgm,0.149
0,S03_2522.pgm,0.229
0,S03_2523.pgm,0.335
0,S03_2524.pgm,0.477
0,S03_2525.pgm,0.514
0,S03_2526.pgm,0.493
0,S03_2527.pgm,0.446
0,S03_2528.pgm,0.504
0,S03_2529.pgm,0.572
0,S03_2530.pgm,0.711
0,S03_2531.pgm,0.734
0,S03_2532.pgm,0.918
0,S03_2533.pgm,1.148
0,S03_2534.pgm,1.155
0,S03_2535.pgm,0.804
0,S03_2536.pgm,0.664
0,S03_2537.pgm,0.514
0,S03_2538.pgm,0.529
0,S03_2539.pgm,0.547
0,S03_2540.pgm,0.452
0,S03_2541.pgm,0.54
0,S03_2542.pgm,0.392
0,S03_2543.pgm,0.332
0,S03_2544.pgm,0.192
0,S03_2545.pgm,0.394
0,S03_2546.pgm,0.284
0,S03_2547.pgm,0.306
0,S03_2548.pgm,0.228
0,S03_2549.pgm,0.249
0,S03_2550.pgm,0.313
0,S03_2551.pgm,0.298
0,S03_2552.pgm,0.397
0,S03_2553.pgm,0.384
0,S03_2554.pgm,0.368
0,S03_2555.pgm,0.522
0,S03_2556.pgm,100
0,S03_2557.pgm,100
0,S03_2558.pgm,1.825
0,S03_2559.pgm,100
0,S03_2560.pgm,100
0,S03_2561.pgm,1.812
0,S03_2562.pgm,1.457
0,S03_2563.pgm,1.812
0,S03_2564.pgm,1.495
0,S03_2565.pgm,1.328
0,S03_2566.pgm,1.557
0,S03_2567.pgm,1.306
0,S03_2568.pgm,1.319
0,S03_2569.pgm,1.424
0,S03_2570.pgm,0.868
0,S03_2571.pgm,1.455
0,S03_2572.pgm,1.12
0,S03_2573.pgm,0.798
0,S03_2574.pgm,0.655
0,S03_2575.pgm,0.587
0,S03_2576.pgm,0.851
0,S03_2577.pgm,0.734
0,S03_2578.pgm,1.005
0,S03_2579.pgm,1.06
0,S03_2580.pgm,0.771
0,S03_2581.pgm,0.498
0,S03_2582.pgm,0.628
0,S03_2583.pgm,0.555
0,S03_2584.pgm,0.597
0,S03_2585.pgm,0.607
0,S03_2586.pgm,0.416
0,S03_2587.pgm,0.521
0,S03_2588.pgm,0.605
0,S03_2589.pgm,1.089
0,S03_2590.pgm,0.862
0,S03_2591.pgm,0.715
0,S03_2592.pgm,1.068
0,S03_2593.pgm,1.447
0,S03_2594.pgm,1.101
0,S03_2595.pgm,1.481
0,S03_2596.pgm,1.014
0,S03_2597.pgm,1.117
0,S03_2598.pgm,1.134
0,S03_2599.pgm,0.833
0,S03_2600.pgm,0.564
0,S03_2601.pgm,0.384
0,S03_2602.pgm,0.541
0,S03_2603.pgm,0.538
0,S03_2604.pgm,0.581
0,S03_2605.pgm,0.51
0,S03_2606.pgm,0.353
0,S03_2607.pgm,0.56
0,S03_2608.pgm,0.512
0,S03_2609.pgm,0.57
0,S03_2610.pgm,0.558
0,S03_2611.pgm,0.527
0,S03_2612.pgm,0.523
0,S03_2613.pgm,0.448
0,S03_2614.pgm,0.491
0,S03_2615.pgm,0.434
0,S03_2616.pgm,0.375
0,S03_2617.pgm,0.321
0,S03_2618.pgm,0.392
0,S03_2619.pgm,0.36
0,S03_2620.pgm,0.393
0,S03_2621.pgm,0.408
0,S03_2622.pgm,0.505
0,S03_2623.pgm,0.676
0,S04_1.pgm,100
0,S04_2.pgm,0.674
0,S04_3.pgm,0.725
0,S04_4.pgm,0.583
0,S04_5.pgm,0.579
0,S04_6.pgm,0.589
0,S04_7.pgm,0.383
0,S04_8.pgm,0.291
0,S04_9.pgm,0.363
0,S04_10.pgm,0.362
0,S04_11.pgm,0.34
0,S04_12.pgm,0.286
0,S04_13.pgm,0.328
0,S04_14.pgm,0.247
0,S04_15.pgm,0.3
0,S04_16.pgm,0.358
0,S04_17.pgm,0.384
0,S04_18.pgm,0.43
0,S04_19.pgm,0.242
0,S04_20.pgm,0.333
0,S04_21.pgm,0.373
0,S04_22.pgm,0.295
0,S04_23.pgm,0.347
0,S04_24.pgm,0.347
0,S04_25.pgm,0.427
0,S04_26.pgm,0.434
0,S04_27.pgm,0.438
0,S04_28.pgm,0.315
0,S04_29.pgm,0.298
0,S04_30.pgm,0.298
0,S04_31.pgm,0.27
0,S04_32.pgm,0.291
0,S04_33.pgm,0.291
0,S04_34.pgm,0.358
0,S04_35.pgm,100
0,S04_36.pgm,100
0,S04_37.pgm,100
0,S04_38.pgm,100
0,S04_39.pgm,100
0,S04_40.pgm,0.714
0,S04_41.pgm,0.777
0,S04_42.pgm,0.679
0,S04_43.pgm,0.561
0,S04_44.pgm,0.656
0,S04_45.pgm,0.696
0,S04_46.pgm,0.496
0,S04_47.pgm,0.533
0,S04_48.pgm,0.492
0,S04_49.pgm,0.35
0,S04_50.pgm,0.317
0,S04_51.pgm,0.232
0,S04_52.pgm,0.249
0,S04_53.pgm,0.338
0,S04_54.pgm,0.409
0,S04_55.pgm,0.309
0,S04_56.pgm,0.358
0,S04_57.pgm,0.364
0,S04_58.pgm,0.346
0,S04_59.pgm,0.323
0,S04_60.pgm,0.35
0,S04_61.pgm,0.363
0,S04_62.pgm,0.316
0,S04_63.pgm,0.357
0,S04_64.pgm,0.246
0,S04_65.pgm,0.289
0,S04_66.pgm,0.309
0,S04_67.pgm,0.251
0,S04_68.pgm,0.189
0,S04_69.pgm,0.28
0,S04_70.pgm,0.277
0,S04_71.pgm,0.279
0,S04_72.pgm,0.343
0,S04_73.pgm,0.348
0,S04_74.pgm,0.355
0,S04_75.pgm,0.35
0,S04_76.pgm,0.288
0,S04_77.pgm,0.304
0,S04_78.pgm,0.34
0,S04_79.pgm,0.244
0,S04_80.pgm,0.655
0,S04_81.pgm,0.686
0,S04_82.pgm,0.664
0,S04_83.pgm,0.666
0,S04_84.pgm,0.562
0,S04_85.pgm,100
0,S04_86.pgm,0.58
0,S04_87.pgm,100
0,S04_88.pgm,0.664
0,S04_89.pgm,100
0,S04_90.pgm,0.638
0,S04_91.pgm,100
0,S04_92.pgm,100
0,S04_93.pgm,100
0,S04_94.pgm,100
0,S04_95.pgm,100
0,S04_96.pgm,100
0,S04_97.pgm,0.681
0,S04_98.pgm,100
0,S04_99.pgm,100
0,S04_100.pgm,0.422
0,S04_101.pgm,0.43
0,S04_102.pgm,0.271
0,S04_103.pgm,0.214
0,S04_104.pgm,0.199
0,S04_105.pgm,0.196
0,S04_106.pgm,0.468
0,S04_107.pgm,0.291
0,S04_108.pgm,0.269
0,S04_109.pgm,0.452
0,S04_110.pgm,0.295
0,S04_111.pgm,0.295
0,S04_112.pgm,0.248
0,S04_113.pgm,0.324
0,S04_114.pgm,0.412
0,S04_115.pgm,0.355
0,S04_116.pgm,0.283
0,S04_117.pgm,0.213
0,S04_118.pgm,0.207
0,S04_119.pgm,0.275
0,S04_120.pgm,100
0,S04_121.pgm,100
0,S04_122.pgm,100
0,S04_123.pgm,100
0,S04_124.pgm,100
0,S04_125.pgm,100
0,S04_126.pgm,100
0,S04_127.pgm,100
0,S04_128.pgm,100
0,S04_129.pgm,100
0,S04_130.pgm,0.246
0,S04_131.pgm,0.292
0,S04_132.pgm,0.209
0,S04_133.pgm,0.196
0,S04_134.pgm,0.231
0,S04_135.pgm,0.16
0,S04_136.pgm,0.211
0,S04_137.pgm,0.185
0,S04_138.pgm,0.181
0,S04_139.pgm,0.249
0,S04_140.pgm,0.146
0,S04_141.pgm,0.18
0,S04_142.pgm,0.176
0,S04_143.pgm,0.156
0,S04_144.pgm,0.174
0,S04_145.pgm,0.164
0,S04_146.pgm,0.166
0,S04_147.pgm,0.154
0,S04_148.pgm,0.206
0,S04_149.pgm,0.2
0,S04_150.pgm,0.236
0,S04_151.pgm,0.329
0,S04_152.pgm,0.315
0,S04_153.pgm,0.317
0,S04_154.pgm,0.599
0,S04_155.pgm,0.633
0,S04_156.pgm,0.569
0,S04_157.pgm,0.735
0,S04_158.pgm,0.615
0,S04_159.pgm,0.656
0,S04_160.pgm,0.668
0,S04_161.pgm,0.691
0,S04_162.pgm,0.611
0,S04_163.pgm,0.719
0,S04_164.pgm,100
0,S04_165.pgm,0.617
0,S04_166.pgm,100
0,S04_167.pgm,0.641
0,S04_168.pgm,0.594
0,S04_169.pgm,0.483
0,S04_170.pgm,0.436
0,S04_171.pgm,0.268
0,S04_172.pgm,0.214
0,S04_173.pgm,0.302
0,S04_174.pgm,0.225
0,S04_175.pgm,0.165
0,S04_176.pgm,0.175
0,S04_177.pgm,0.17
0,S04_178.pgm,0.179
0,S04_179.pgm,0.2
0,S04_180.pgm,0.173
0,S04_181.pgm,0.211
0,S04_182.pgm,0.167
0,S04_183.pgm,0.181
0,S04_184.pgm,0.14
0,S04_185.pgm,0.227
0,S04_186.pgm,0.285
0,S04_187.pgm,0.232
0,S04_188.pgm,0.427
0,S04_189.pgm,0.339
0,S04_190.pgm,0.368
0,S04_191.pgm,0.257
0,S04_192.pgm,100
0,S04_193.pgm,0.605
0,S04_194.pgm,100
0,S04_195.pgm,100
0,S04_196.pgm,100
0,S04_197.pgm,100
0,S04_198.pgm,100
0,S04_199.pgm,100
0,S04_200.pgm,0.691
0,S04_201.pgm,1.145
0,S04_202.pgm,0.978
0,S04_203.pgm,0.709
0,S04_204.pgm,0.672
0,S04_205.pgm,0.562
0,S04_206.pgm,0.599
0,S04_207.pgm,0.686
0,S04_208.pgm,0.626
0,S04_209.pgm,0.581
0,S04_210.pgm,100
0,S04_211.pgm,100
0,S04_212.pgm,100
0,S04_213.pgm,100
0,S04_214.pgm,100
0,S04_215.pgm,100
0,S04_216.pgm,100
0,S04_217.pgm,100
0,S04_218.pgm,100
0,S04_219.pgm,0.558
0,S04_220.pgm,0.571
0,S04_221.pgm,100
0,S04_222.pgm,0.533
0,S04_223.pgm,0.46
0,S04_224.pgm,0.495
0,S04_225.pgm,0.403
0,S04_226.pgm,0.193
0,S04_227.pgm,0.234
0,S04_228.pgm,0.195
0,S04_229.pgm,0.5
0,S04_230.pgm,0.346
0,S04_231.pgm,0.439
0,S04_232.pgm,0.54
0,S04_233.pgm,0.439
0,S04_234.pgm,100
0,S04_235.pgm,100
0,S04_236.pgm,100
0,S04_237.pgm,100
0,S04_238.pgm,100
0,S04_239.pgm,100
0,S04_240.pgm,100
0,S04_241.pgm,100
0,S04_242.pgm,100
0,S04_243.pgm,100
0,S04_244.pgm,100
