,Name,MatchScore
0,S15_365.pgm,0.315
0,S15_366.pgm,0.255
0,S15_367.pgm,100
0,S15_368.pgm,0.374
0,S15_369.pgm,100
0,S15_370.pgm,100
0,S15_371.pgm,100
0,S15_372.pgm,100
0,S15_373.pgm,100
0,S15_374.pgm,100
0,S15_375.pgm,100
0,S15_376.pgm,100
0,S15_377.pgm,100
0,S15_378.pgm,0.214
0,S15_379.pgm,0.143
0,S15_380.pgm,0.226
0,S15_381.pgm,0.208
0,S15_382.pgm,0.122
0,S15_383.pgm,0.176
0,S15_384.pgm,0.096
0,S15_385.pgm,0.195
0,S15_386.pgm,0.244
0,S15_387.pgm,0.241
0,S15_388.pgm,0.165
0,S15_389.pgm,0.169
0,S15_390.pgm,0.318
0,S15_391.pgm,0.213
0,S15_392.pgm,0.377
0,S15_393.pgm,0.34
0,S15_394.pgm,0.375
0,S15_395.pgm,0.326
0,S15_396.pgm,0.269
0,S15_397.pgm,0.342
0,S15_398.pgm,0.267
0,S15_399.pgm,0.259
0,S15_400.pgm,0.25
0,S15_401.pgm,0.364
0,S15_402.pgm,0.365
0,S15_403.pgm,0.284
0,S15_404.pgm,0.439
0,S15_405.pgm,100
0,S15_406.pgm,100
0,S15_407.pgm,100
0,S15_408.pgm,100
0,S15_409.pgm,100
0,S15_410.pgm,100
0,S15_411.pgm,100
0,S15_412.pgm,100
0,S15_413.pgm,100
0,S15_414.pgm,0.59
0,S15_415.pgm,0.549
0,S15_416.pgm,0.622
0,S15_417.pgm,0.639
0,S15_418.pgm,0.482
0,S15_419.pgm,0.789
0,S15_420.pgm,0.636
0,S15_421.pgm,0.491
0,S15_422.pgm,0.395
0,S15_423.pgm,0.449
0,S15_424.pgm,0.514
0,S15_425.pgm,100
0,S15_426.pgm,0.396
0,S15_427.pgm,100
0,S15_428.pgm,100
0,S15_429.pgm,100
0,S15_430.pgm,100
0,S15_431.pgm,0.842
0,S15_432.pgm,100
0,S15_433.pgm,100
0,S15_434.pgm,100
0,S15_435.pgm,100
0,S15_436.pgm,100
0,S15_437.pgm,0.326
0,S15_438.pgm,0.479
0,S15_439.pgm,100
0,S15_440.pgm,100
0,S15_441.pgm,100
0,S15_442.pgm,0.782
0,S15_443.pgm,0.507
0,S15_444.pgm,0.426
0,S15_445.pgm,0.471
0,S15_446.pgm,0.354
0,S15_447.pgm,0.332
0,S15_448.pgm,0.199
0,S15_449.pgm,0.272
0,S15_450.pgm,0.299
0,S15_451.pgm,0.202
0,S15_452.pgm,0.236
0,S15_453.pgm,0.28
0,S15_454.pgm,0.289
0,S15_455.pgm,0.287
0,S15_456.pgm,0.285
0,S15_457.pgm,0.306
0,S15_458.pgm,0.346
0,S15_459.pgm,0.369
0,S15_460.pgm,0.305
0,S15_461.pgm,0.292
0,S15_462.pgm,0.213
0,S15_463.pgm,0.254
0,S15_464.pgm,0.305
0,S15_465.pgm,0.278
0,S15_466.pgm,0.266
0,S15_467.pgm,0.248
0,S15_468.pgm,0.31
0,S15_469.pgm,0.268
0,S15_470.pgm,0.387
0,S15_471.pgm,0.409
0,S15_472.pgm,100
0,S15_473.pgm,100
0,S15_474.pgm,100
0,S15_475.pgm,100
0,S15_476.pgm,100
0,S15_477.pgm,100
0,S15_478.pgm,100
0,S15_479.pgm,100
0,S15_480.pgm,100
0,S15_481.pgm,100
0,S15_482.pgm,100
0,S15_483.pgm,0.491
0,S15_484.pgm,0.403
0,S15_485.pgm,0.467
0,S15_486.pgm,0.366
0,S15_487.pgm,0.603
0,S15_488.pgm,0.618
0,S15_489.pgm,0.637
0,S15_490.pgm,0.388
0,S15_491.pgm,0.388
0,S15_492.pgm,0.207
0,S15_493.pgm,0.192
0,S15_494.pgm,0.276
0,S15_495.pgm,0.186
0,S15_496.pgm,0.191
0,S15_497.pgm,0.179
0,S15_498.pgm,0.255
0,S15_499.pgm,0.244
0,S15_500.pgm,0.223
0,S15_501.pgm,0.343
0,S15_502.pgm,0.262
0,S15_503.pgm,0.215
0,S15_504.pgm,0.249
0,S15_505.pgm,0.35
0,S15_506.pgm,0.315
0,S15_507.pgm,0.348
0,S15_508.pgm,0.432
0,S15_509.pgm,0.47
0,S15_510.pgm,0.473
0,S15_511.pgm,0.453
0,S15_512.pgm,100
0,S15_513.pgm,100
0,S15_514.pgm,100
0,S15_515.pgm,100
0,S15_516.pgm,100
0,S15_517.pgm,100
0,S15_518.pgm,100
0,S15_519.pgm,100
0,S15_520.pgm,100
0,S15_521.pgm,100
0,S15_522.pgm,100
0,S15_523.pgm,100
0,S15_524.pgm,100
0,S15_525.pgm,100
0,S15_526.pgm,100
0,S15_527.pgm,100
0,S15_528.pgm,100
0,S15_529.pgm,100
0,S15_530.pgm,0.775
0,S15_531.pgm,100
0,S15_532.pgm,0.829
0,S15_533.pgm,0.569
0,S15_534.pgm,100
0,S15_535.pgm,0.709
0,S15_536.pgm,0.827
0,S15_537.pgm,0.769
0,S15_538.pgm,0.788
0,S15_539.pgm,0.766
0,S15_540.pgm,100
0,S15_541.pgm,0.621
0,S15_542.pgm,100
0,S15_543.pgm,100
0,S15_544.pgm,100
0,S15_545.pgm,100
0,S15_546.pgm,0.609
0,S15_547.pgm,0.467
0,S15_548.pgm,0.539
0,S15_549.pgm,0.463
0,S15_550.pgm,0.443
0,S15_551.pgm,0.475
0,S15_552.pgm,0.374
0,S15_553.pgm,0.348
0,S15_554.pgm,0.48
0,S15_555.pgm,0.314
0,S15_556.pgm,0.259
0,S15_557.pgm,0.287
0,S15_558.pgm,0.38
0,S15_559.pgm,0.33
0,S15_560.pgm,0.287
0,S15_561.pgm,0.316
0,S15_562.pgm,0.244
0,S15_563.pgm,0.298
0,S15_564.pgm,0.299
0,S15_565.pgm,0.302
0,S15_566.pgm,0.333
0,S15_567.pgm,0.355
0,S15_568.pgm,0.453
0,S15_569.pgm,0.447
0,S15_570.pgm,0.47
0,S15_571.pgm,0.49
0,S15_572.pgm,0.553
0,S15_573.pgm,0.485
0,S15_574.pgm,0.596
0,S15_575.pgm,0.56
0,S15_576.pgm,0.603
0,S15_577.pgm,0.777
0,S15_578.pgm,0.739
0,S15_579.pgm,0.857
0,S15_580.pgm,0.886
0,S15_581.pgm,0.869
0,S15_582.pgm,100
0,S15_583.pgm,0.964
0,S15_584.pgm,1.08
0,S15_585.pgm,100
0,S15_586.pgm,100
0,S15_587.pgm,100
0,S15_588.pgm,0.845
0,S15_589.pgm,0.983
0,S15_590.pgm,0.697
0,S15_591.pgm,0.508
0,S15_592.pgm,1.038
0,S15_593.pgm,0.751
0,S15_594.pgm,0.698
0,S15_595.pgm,0.991
0,S15_596.pgm,1.042
0,S15_597.pgm,0.793
0,S15_598.pgm,0.617
0,S15_599.pgm,0.628
0,S15_600.pgm,0.826
0,S15_601.pgm,0.551
0,S15_602.pgm,100
0,S15_603.pgm,0.838
0,S15_604.pgm,0.783
0,S15_605.pgm,0.426
0,S15_606.pgm,0.704
0,S15_607.pgm,0.769
0,S15_608.pgm,100
0,S15_609.pgm,100
0,S15_610.pgm,0.423
0,S15_611.pgm,0.617
0,S15_612.pgm,100
0,S15_613.pgm,100
0,S15_614.pgm,0.681
0,S15_615.pgm,100
0,S15_616.pgm,100
0,S15_617.pgm,100
0,S15_618.pgm,100
0,S15_619.pgm,100
0,S15_620.pgm,100
0,S15_621.pgm,100
0,S15_622.pgm,100
0,S15_623.pgm,0.655
0,S15_624.pgm,0.545
0,S15_625.pgm,0.565
0,S15_626.pgm,0.454
0,S15_627.pgm,0.397
0,S15_628.pgm,0.4
0,S15_629.pgm,0.51
0,S15_630.pgm,0.422
0,S15_631.pgm,100
0,S15_632.pgm,1.141
0,S15_633.pgm,100
0,S15_634.pgm,1.943
0,S15_635.pgm,0.387
0,S15_636.pgm,0.455
0,S15_637.pgm,0.634
0,S15_638.pgm,100
0,S15_639.pgm,100
0,S15_640.pgm,100
0,S15_641.pgm,100
0,S15_642.pgm,100
0,S15_643.pgm,100
0,S15_644.pgm,1.475
0,S15_645.pgm,100
0,S15_646.pgm,100
0,S15_647.pgm,100
0,S15_648.pgm,100
0,S15_649.pgm,100
0,S15_650.pgm,100
0,S15_651.pgm,0.478
0,S15_652.pgm,0.443
0,S15_653.pgm,0.462
0,S15_654.pgm,0.472
0,S15_655.pgm,0.434
0,S15_656.pgm,0.336
0,S15_657.pgm,0.389
0,S15_658.pgm,0.35
0,S15_659.pgm,0.315
0,S15_660.pgm,0.323
0,S15_661.pgm,0.415
0,S15_662.pgm,0.467
0,S15_663.pgm,0.677
0,S15_664.pgm,0.43
0,S15_665.pgm,0.507
0,S15_666.pgm,0.589
0,S15_667.pgm,0.448
0,S15_668.pgm,0.4
0,S15_669.pgm,0.533
0,S15_670.pgm,0.527
0,S15_671.pgm,0.45
0,S15_672.pgm,0.567
0,S15_673.pgm,0.535
0,S15_674.pgm,0.623
0,S15_675.pgm,100
0,S15_676.pgm,0.618
0,S15_677.pgm,0.721
0,S15_678.pgm,0.861
0,S15_679.pgm,100
0,S15_680.pgm,100
0,S15_681.pgm,100
0,S15_682.pgm,100
0,S15_683.pgm,100
0,S15_684.pgm,100
0,S15_685.pgm,100
0,S15_686.pgm,100
0,S15_687.pgm,100
0,S15_688.pgm,100
0,S15_689.pgm,100
0,S15_690.pgm,100
0,S15_691.pgm,100
0,S15_692.pgm,0.784
0,S15_693.pgm,0.919
0,S15_694.pgm,0.52
0,S15_695.pgm,100
0,S15_696.pgm,100
0,S15_697.pgm,100
0,S15_698.pgm,0.698
0,S15_699.pgm,100
0,S15_700.pgm,100
0,S15_701.pgm,100
0,S15_702.pgm,0.752
0,S15_703.pgm,100
0,S15_704.pgm,100
0,S15_705.pgm,100
0,S15_706.pgm,0.689
0,S15_707.pgm,100
0,S15_708.pgm,100
0,S15_709.pgm,0.481
0,S15_710.pgm,0.487
0,S15_711.pgm,0.619
0,S15_712.pgm,0.488
0,S15_713.pgm,0.445
0,S15_714.pgm,0.384
0,S15_715.pgm,0.316
0,S15_716.pgm,0.327
0,S15_717.pgm,0.294
0,S15_718.pgm,0.391
0,S15_719.pgm,0.43
0,S15_720.pgm,0.453
0,S15_721.pgm,0.688
0,S15_722.pgm,0.58
0,S15_723.pgm,0.514
0,S15_724.pgm,0.583
0,S15_725.pgm,0.513
0,S15_726.pgm,0.462
0,S15_727.pgm,0.457
0,S15_728.pgm,0.428
0,S15_729.pgm,0.5
0,S15_730.pgm,0.544
0,S15_731.pgm,0.526
0,S15_732.pgm,0.58
0,S15_733.pgm,0.611
0,S15_734.pgm,0.78
0,S15_735.pgm,0.643
0,S15_736.pgm,0.655
0,S15_737.pgm,0.927
0,S15_738.pgm,0.862
0,S15_739.pgm,0.835
0,S15_740.pgm,0.988
0,S15_741.pgm,0.882
0,S15_742.pgm,100
0,S15_743.pgm,1.257
0,S15_744.pgm,100
0,S15_745.pgm,100
0,S15_746.pgm,100
0,S15_747.pgm,100
0,S15_748.pgm,100
0,S15_749.pgm,100
0,S15_750.pgm,100
0,S15_751.pgm,100
0,S15_752.pgm,100
0,S15_753.pgm,100
0,S15_754.pgm,100
0,S15_755.pgm,100
0,S15_756.pgm,100
0,S15_757.pgm,100
0,S15_758.pgm,100
0,S15_759.pgm,100
0,S15_760.pgm,100
0,S15_761.pgm,100
0,S15_762.pgm,100
0,S15_763.pgm,100
0,S15_764.pgm,100
0,S15_765.pgm,100
0,S15_766.pgm,100
0,S15_767.pgm,100
0,S15_768.pgm,100
0,S15_769.pgm,0.596
0,S15_770.pgm,0.515
0,S15_771.pgm,0.415
0,S15_772.pgm,100
0,S15_773.pgm,100
0,S15_774.pgm,0.392
0,S15_775.pgm,100
0,S15_776.pgm,100
0,S15_777.pgm,100
0,S15_778.pgm,100
0,S15_779.pgm,100
0,S15_780.pgm,100
0,S15_781.pgm,100
0,S15_782.pgm,100
0,S15_783.pgm,100
0,S15_784.pgm,100
0,S15_785.pgm,100
0,S15_786.pgm,0.402
0,S15_787.pgm,100
0,S15_788.pgm,100
0,S15_789.pgm,100
0,S15_790.pgm,0.512
0,S15_791.pgm,100
0,S15_792.pgm,100
0,S15_793.pgm,100
0,S15_794.pgm,100
0,S15_795.pgm,100
0,S15_796.pgm,100
0,S15_797.pgm,100
0,S15_798.pgm,100
0,S15_799.pgm,100
0,S15_800.pgm,100
0,S15_801.pgm,0.836
0,S15_802.pgm,1.037
0,S15_803.pgm,0.686
0,S15_804.pgm,100
0,S15_805.pgm,100
0,S15_806.pgm,100
0,S15_807.pgm,0.69
0,S15_808.pgm,100
0,S15_809.pgm,0.62
0,S15_810.pgm,100
0,S15_811.pgm,0.528
0,S15_812.pgm,0.682
0,S15_813.pgm,0.96
0,S15_814.pgm,0.821
0,S15_815.pgm,0.804
0,S15_816.pgm,100
0,S15_817.pgm,100
0,S15_818.pgm,100
0,S15_819.pgm,100
0,S15_820.pgm,100
0,S15_821.pgm,0.564
0,S15_822.pgm,100
0,S15_823.pgm,100
0,S15_824.pgm,100
0,S15_825.pgm,100
0,S15_826.pgm,100
0,S15_827.pgm,100
0,S15_828.pgm,100
0,S15_829.pgm,100
0,S15_830.pgm,100
0,S15_831.pgm,100
0,S15_832.pgm,100
0,S15_833.pgm,0.71
0,S15_834.pgm,0.695
0,S15_835.pgm,100
0,S15_836.pgm,100
0,S15_837.pgm,100
0,S15_838.pgm,100
0,S15_839.pgm,100
0,S15_840.pgm,100
0,S15_841.pgm,0.27
0,S15_842.pgm,0.276
0,S15_843.pgm,0.414
0,S15_844.pgm,0.561
0,S15_845.pgm,0.473
0,S15_846.pgm,0.377
0,S15_847.pgm,0.546
0,S15_848.pgm,0.274
0,S15_849.pgm,0.146
0,S15_850.pgm,100
0,S15_851.pgm,100
0,S15_852.pgm,100
0,S15_853.pgm,100
0,S15_854.pgm,100
0,S15_855.pgm,100
0,S15_856.pgm,100
0,S15_857.pgm,100
0,S15_858.pgm,100
0,S15_859.pgm,100
0,S15_860.pgm,100
0,S15_861.pgm,1.449
0,S15_862.pgm,100
0,S15_863.pgm,100
0,S15_864.pgm,100
0,S15_865.pgm,100
0,S15_866.pgm,0.887
0,S15_867.pgm,100
0,S15_868.pgm,0.793
0,S15_869.pgm,100
0,S15_870.pgm,100
0,S15_871.pgm,0.761
0,S15_872.pgm,100
0,S15_873.pgm,100
0,S15_874.pgm,100
0,S15_875.pgm,100
0,S15_876.pgm,100
0,S15_877.pgm,100
0,S15_878.pgm,100
0,S15_879.pgm,100
0,S15_880.pgm,100
0,S15_881.pgm,0.59
0,S15_882.pgm,100
0,S15_883.pgm,100
0,S15_884.pgm,100
0,S15_885.pgm,100
0,S15_886.pgm,100
0,S15_887.pgm,100
0,S15_888.pgm,100
0,S15_889.pgm,100
0,S15_890.pgm,100
0,S15_891.pgm,100
0,S15_892.pgm,100
0,S15_893.pgm,0.261
0,S15_894.pgm,0.227
0,S15_895.pgm,0.281
0,S15_896.pgm,0.147
0,S15_897.pgm,0.225
0,S15_898.pgm,0.244
0,S15_899.pgm,0.327
0,S15_900.pgm,0.219
0,S15_901.pgm,0.197
0,S15_902.pgm,0.334
0,S15_903.pgm,0.423
0,S15_904.pgm,0.396
0,S15_905.pgm,0.365
0,S15_906.pgm,0.326
0,S15_907.pgm,0.483
0,S15_908.pgm,0.409
0,S15_909.pgm,0.445
0,S15_910.pgm,0.49
0,S15_911.pgm,0.574
0,S15_912.pgm,0.686
0,S15_913.pgm,0.598
0,S15_914.pgm,0.705
0,S15_915.pgm,0.626
0,S15_916.pgm,1.619
0,S15_917.pgm,0.742
0,S15_918.pgm,0.744
0,S15_919.pgm,1.279
0,S15_920.pgm,0.741
0,S15_921.pgm,0.878
0,S15_922.pgm,100
0,S15_923.pgm,100
0,S15_924.pgm,100
0,S15_925.pgm,100
0,S15_926.pgm,100
0,S15_927.pgm,1.412
0,S15_928.pgm,100
0,S15_929.pgm,1.512
0,S15_930.pgm,1.516
0,S15_931.pgm,100
0,S15_932.pgm,1.462
0,S15_933.pgm,1.485
0,S15_934.pgm,1.682
0,S15_935.pgm,1.603
0,S15_936.pgm,1.719
0,S15_937.pgm,1.64
0,S15_938.pgm,1.763
0,S15_939.pgm,100
0,S15_940.pgm,1.708
0,S15_941.pgm,1.62
0,S15_942.pgm,1.836
0,S15_943.pgm,1.698
0,S15_944.pgm,1.431
0,S15_945.pgm,1.489
0,S15_946.pgm,100
0,S15_947.pgm,100
0,S15_948.pgm,100
0,S15_949.pgm,100
0,S15_950.pgm,100
0,S15_951.pgm,100
0,S15_952.pgm,100
0,S15_953.pgm,100
0,S15_954.pgm,0.803
0,S15_955.pgm,1.026
0,S15_956.pgm,0.841
0,S15_957.pgm,100
0,S15_958.pgm,100
0,S15_959.pgm,100
0,S15_960.pgm,100
0,S15_961.pgm,100
0,S15_962.pgm,100
0,S15_963.pgm,100
0,S15_964.pgm,0.636
0,S15_965.pgm,0.427
0,S15_966.pgm,100
0,S15_967.pgm,0.482
0,S15_968.pgm,0.387
0,S15_969.pgm,100
0,S15_970.pgm,100
0,S15_971.pgm,100
0,S15_972.pgm,0.549
0,S15_973.pgm,0.551
0,S15_974.pgm,0.801
0,S15_975.pgm,0.525
0,S15_976.pgm,0.414
0,S15_977.pgm,0.495
0,S15_978.pgm,0.429
0,S15_979.pgm,0.553
0,S15_980.pgm,0.423
0,S15_981.pgm,0.31
0,S15_982.pgm,0.421
0,S15_983.pgm,0.373
0,S15_984.pgm,0.309
0,S15_985.pgm,0.343
0,S15_986.pgm,0.401
0,S15_987.pgm,0.361
0,S15_988.pgm,0.335
0,S15_989.pgm,0.395
0,S15_990.pgm,0.391
0,S15_991.pgm,0.367
0,S15_992.pgm,0.357
0,S15_993.pgm,0.558
0,S15_994.pgm,0.446
0,S15_995.pgm,0.428
0,S15_996.pgm,0.41
0,S15_997.pgm,0.469
0,S15_998.pgm,0.514
0,S15_999.pgm,0.561
0,S15_1000.pgm,0.618
0,S15_1001.pgm,0.557
0,S15_1002.pgm,0.583
0,S15_1003.pgm,0.652
0,S15_1004.pgm,0.799
0,S15_1005.pgm,0.802
0,S15_1006.pgm,0.683
0,S15_1007.pgm,0.695
0,S15_1008.pgm,0.748
0,S15_1009.pgm,0.655
0,S15_1010.pgm,0.798
0,S15_1011.pgm,0.807
0,S15_1012.pgm,0.658
0,S15_1013.pgm,100
0,S15_1014.pgm,0.819
0,S15_1015.pgm,100
0,S15_1016.pgm,100
0,S15_1017.pgm,100
0,S15_1018.pgm,0.603
0,S15_1019.pgm,1.092
0,S15_1020.pgm,0.895
0,S15_1021.pgm,0.891
0,S15_1022.pgm,100
0,S15_1023.pgm,100
0,S15_1024.pgm,0.626
0,S15_1025.pgm,0.597
0,S15_1026.pgm,100
0,S15_1027.pgm,100
0,S15_1028.pgm,100
0,S15_1029.pgm,100
0,S15_1030.pgm,100
0,S15_1031.pgm,0.81
0,S15_1032.pgm,0.651
0,S15_1033.pgm,0.637
0,S15_1034.pgm,0.52
0,S15_1035.pgm,100
0,S15_1036.pgm,0.751
0,S15_1037.pgm,0.62
0,S15_1038.pgm,100
0,S15_1039.pgm,100
0,S15_1040.pgm,100
0,S15_1041.pgm,100
0,S15_1042.pgm,100
0,S15_1043.pgm,100
0,S15_1044.pgm,0.596
0,S15_1045.pgm,0.708
0,S15_1046.pgm,100
0,S15_1047.pgm,0.507
0,S15_1048.pgm,0.619
0,S15_1049.pgm,0.491
0,S15_1050.pgm,0.469
0,S15_1051.pgm,0.654
0,S15_1052.pgm,0.391
0,S15_1053.pgm,0.598
0,S15_1054.pgm,0.588
0,S15_1055.pgm,0.309
0,S15_1056.pgm,0.302
0,S15_1057.pgm,0.374
0,S15_1058.pgm,0.251
0,S15_1059.pgm,0.337
0,S15_1060.pgm,0.382
0,S15_1061.pgm,0.394
0,S15_1062.pgm,0.355
0,S15_1063.pgm,0.413
0,S15_1064.pgm,0.441
0,S15_1065.pgm,0.491
0,S15_1066.pgm,0.495
0,S15_1067.pgm,0.507
0,S15_1068.pgm,0.446
0,S15_1069.pgm,0.458
0,S15_1070.pgm,0.652
0,S15_1071.pgm,0.564
0,S15_1072.pgm,0.665
0,S15_1073.pgm,0.558
0,S15_1074.pgm,0.491
0,S15_1075.pgm,0.418
0,S15_1076.pgm,0.364
0,S15_1077.pgm,0.621
0,S15_1078.pgm,0.561
0,S15_1079.pgm,0.991
0,S15_1080.pgm,1.388
0,S15_1081.pgm,100
0,S15_1082.pgm,100
0,S15_1083.pgm,100
0,S15_1084.pgm,100
0,S15_1085.pgm,100
0,S15_1086.pgm,100
0,S15_1087.pgm,100
0,S15_1088.pgm,100
0,S15_1089.pgm,100
0,S15_1090.pgm,100
0,S15_1091.pgm,100
0,S15_1092.pgm,100
0,S15_1093.pgm,100
0,S15_1094.pgm,100
0,S15_1095.pgm,100
0,S15_1096.pgm,100
0,S15_1097.pgm,100
0,S15_1098.pgm,100
0,S15_1099.pgm,100
0,S15_1100.pgm,100
0,S15_1101.pgm,100
0,S15_1102.pgm,100
0,S15_1103.pgm,100
0,S15_1104.pgm,100
0,S15_1105.pgm,100
0,S15_1106.pgm,100
0,S15_1107.pgm,100
0,S15_1108.pgm,100
0,S15_1109.pgm,100
0,S15_1110.pgm,100
0,S15_1111.pgm,100
0,S15_1112.pgm,100
0,S15_1113.pgm,100
0,S15_1114.pgm,0.506
0,S15_1115.pgm,0.454
0,S15_1116.pgm,0.416
0,S15_1117.pgm,0.487
0,S15_1118.pgm,0.402
0,S15_1119.pgm,0.417
0,S15_1120.pgm,0.478
0,S15_1121.pgm,0.528
0,S15_1122.pgm,0.399
0,S15_1123.pgm,0.398
0,S15_1124.pgm,0.61
0,S15_1125.pgm,0.456
0,S15_1126.pgm,0.521
0,S15_1127.pgm,0.459
0,S15_1128.pgm,0.314
0,S15_1129.pgm,0.526
0,S15_1130.pgm,0.555
0,S15_1131.pgm,0.505
0,S15_1132.pgm,0.54
0,S15_1133.pgm,0.588
0,S15_1134.pgm,0.588
0,S15_1135.pgm,0.579
0,S15_1136.pgm,0.609
0,S15_1137.pgm,0.594
0,S15_1138.pgm,0.549
0,S15_1139.pgm,0.573
0,S15_1140.pgm,0.545
0,S15_1141.pgm,0.532
0,S15_1142.pgm,0.498
0,S15_1143.pgm,0.498
0,S15_1144.pgm,0.545
0,S15_1145.pgm,0.561
0,S15_1146.pgm,0.578
0,S15_1147.pgm,0.54
0,S15_1148.pgm,0.644
0,S15_1149.pgm,0.724
0,S15_1150.pgm,0.723
0,S15_1151.pgm,1.594
0,S15_1152.pgm,100
0,S15_1153.pgm,100
0,S15_1154.pgm,1.239
0,S15_1155.pgm,100
0,S15_1156.pgm,1.101
0,S15_1157.pgm,1.021
0,S15_1158.pgm,0.963
0,S15_1159.pgm,0.886
0,S15_1160.pgm,1.147
0,S15_1161.pgm,1.377
0,S15_1162.pgm,0.97
0,S15_1163.pgm,0.993
0,S15_1164.pgm,1.261
0,S15_1165.pgm,0.884
0,S15_1166.pgm,100
0,S15_1167.pgm,100
0,S15_1168.pgm,100
0,S15_1169.pgm,100
0,S15_1170.pgm,100
0,S15_1171.pgm,100
0,S15_1172.pgm,100
0,S15_1173.pgm,100
0,S15_1174.pgm,100
0,S15_1175.pgm,0.861
0,S15_1176.pgm,0.733
0,S15_1177.pgm,0.855
0,S15_1178.pgm,0.897
0,S15_1179.pgm,0.911
0,S15_1180.pgm,0.731
0,S15_1181.pgm,100
0,S15_1182.pgm,100
0,S15_1183.pgm,100
0,S15_1184.pgm,100
0,S15_1185.pgm,100
0,S15_1186.pgm,100
0,S15_1187.pgm,100
0,S15_1188.pgm,100
0,S15_1189.pgm,100
0,S15_1190.pgm,100
0,S15_1191.pgm,100
0,S15_1192.pgm,100
0,S15_1193.pgm,100
0,S15_1194.pgm,100
0,S15_1195.pgm,100
0,S15_1196.pgm,100
0,S15_1197.pgm,100
0,S15_1198.pgm,100
0,S15_1199.pgm,100
0,S15_1200.pgm,0.536
0,S15_1201.pgm,0.857
0,S15_1202.pgm,100
0,S15_1203.pgm,0.344
0,S15_1204.pgm,0.645
0,S15_1205.pgm,0.482
0,S15_1206.pgm,1.302
0,S15_1207.pgm,0.363
0,S15_1208.pgm,0.401
0,S15_1209.pgm,0.474
0,S15_1210.pgm,100
0,S15_1211.pgm,0.763
0,S15_1212.pgm,100
0,S15_1213.pgm,100
0,S15_1214.pgm,100
0,S15_1215.pgm,100
0,S15_1216.pgm,100
0,S15_1217.pgm,0.973
0,S15_1218.pgm,1.21
0,S15_1219.pgm,1.263
0,S15_1220.pgm,100
0,S15_1221.pgm,0.792
0,S15_1222.pgm,100
0,S15_1223.pgm,100
0,S15_1224.pgm,100
0,S15_1225.pgm,100
0,S15_1226.pgm,100
0,S15_1227.pgm,100
0,S15_1228.pgm,100
0,S15_1229.pgm,100
0,S15_1230.pgm,100
0,S15_1231.pgm,100
0,S15_1232.pgm,100
0,S15_1233.pgm,100
0,S15_1234.pgm,100
0,S15_1235.pgm,100
0,S15_1236.pgm,100
0,S15_1237.pgm,100
0,S15_1238.pgm,100
0,S15_1239.pgm,100
0,S15_1240.pgm,100
0,S15_1241.pgm,100
0,S15_1242.pgm,100
0,S15_1243.pgm,100
0,S15_1244.pgm,100
0,S15_1245.pgm,100
0,S15_1246.pgm,100
0,S15_1247.pgm,100
0,S15_1248.pgm,100
0,S15_1249.pgm,100
0,S15_1250.pgm,100
0,S15_1251.pgm,100
0,S15_1252.pgm,100
0,S15_1253.pgm,100
0,S15_1254.pgm,100
0,S15_1255.pgm,0.604
0,S15_1256.pgm,0.485
0,S15_1257.pgm,0.48
0,S15_1258.pgm,0.428
0,S15_1259.pgm,0.49
0,S15_1260.pgm,0.405
0,S15_1261.pgm,0.458
0,S15_1262.pgm,0.392
0,S15_1263.pgm,0.478
0,S15_1264.pgm,0.375
0,S15_1265.pgm,0.591
0,S15_1266.pgm,0.427
0,S15_1267.pgm,0.469
0,S15_1268.pgm,0.361
0,S15_1269.pgm,0.324
0,S15_1270.pgm,0.421
0,S15_1271.pgm,0.798
0,S15_1272.pgm,0.541
0,S15_1273.pgm,0.526
0,S15_1274.pgm,0.634
0,S15_1275.pgm,0.749
0,S15_1276.pgm,0.697
0,S15_1277.pgm,1.562
0,S15_1278.pgm,1.054
0,S15_1279.pgm,0.969
0,S15_1280.pgm,1.429
0,S15_1281.pgm,1.128
0,S15_1282.pgm,100
0,S15_1283.pgm,0.839
0,S15_1284.pgm,0.989
0,S15_1285.pgm,1.14
0,S15_1286.pgm,1.22
0,S15_1287.pgm,100
0,S15_1288.pgm,100
0,S15_1289.pgm,1.218
0,S15_1290.pgm,100
0,S15_1291.pgm,100
0,S15_1292.pgm,100
0,S15_1293.pgm,100
0,S15_1294.pgm,100
0,S15_1295.pgm,100
0,S15_1296.pgm,100
0,S15_1297.pgm,100
0,S15_1298.pgm,100
0,S15_1299.pgm,100
0,S15_1300.pgm,100
0,S15_1301.pgm,100
0,S15_1302.pgm,100
0,S15_1303.pgm,100
0,S15_1304.pgm,100
0,S15_1305.pgm,100
0,S15_1306.pgm,100
0,S15_1307.pgm,100
0,S15_1308.pgm,100
0,S15_1309.pgm,100
0,S15_1310.pgm,100
0,S15_1311.pgm,100
0,S15_1312.pgm,100
0,S15_1313.pgm,100
0,S15_1314.pgm,100
0,S15_1315.pgm,100
0,S15_1316.pgm,100
0,S15_1317.pgm,100
0,S15_1318.pgm,100
0,S15_1319.pgm,100
0,S15_1320.pgm,0.71
0,S15_1321.pgm,0.725
0,S15_1322.pgm,0.732
0,S15_1323.pgm,0.679
0,S15_1324.pgm,0.388
0,S15_1325.pgm,0.398
0,S15_1326.pgm,0.594
0,S15_1327.pgm,0.387
0,S15_1328.pgm,0.392
0,S15_1329.pgm,0.521
0,S15_1330.pgm,0.467
0,S15_1331.pgm,0.531
